0.000 0.000
0.001 0.000
0.000 0.000
0.001 0.000
0.466 0.000 0.000 0.003
   ma    mb  gmab
    0   851   440
    1   711   389
    2   144   342
    3   886   266
    4  1108    34
    5    90   957
    6   139   135
    7   955   402
    8   919   379
    9   741   409
   10   688   968
   11    25  1032
   12    68   924
   13   465   660
   14    73   612
   15   449    97
   16   484  1053
   17   518   323
   18   582   879
   19   201   634
   20   792   331
   21   521   210
   22   418    53
   23   598   802
   24   524   307
   25   586     9
   26   143   279
   27   293  1044
   28  1032   519
   29  1077   711
   30   920    63
   31   307   139
   32   269  1066
   33   828    28
   34  1065   364
   35   218  1070
   36   465   755
   37   936   931
   38   386   403
   39   804   554
   40   626   263
   41   288   630
   42   555   933
   43   682   841
   44   940   348
   45   531   517
   46   605   576
   47   736   526
   48   496  1016
   49   293   189
   50   215   431
   51    14   111
   52   690   737
   53   719   795
   54   594   908
   55   638   668
   56   906   444
   57   439   819
   58    13   151
   59   140   553
   60   492  1009
   61   409   847
   62   293     5
   63   306   952
   64   254    12
   65   452  1026
   66   840   578
   67   898   703
   68   428   787
   69   177   839
   70   675   967
   71   995   155
   72   562   246
   73   244   864
   74  1103   953
   75   878   758
   76   318   825
   77   143   875
   78  1020     6
   79   470   329
   80   873   308
   81   795  1098
   82  1021   589
   83    68    30
   84    93   344
   85   482   233
   86   812   525
   87   919   301
   88  1000   965
   89   603   436
   90   641   374
   91   433  1122
   92   585   205
   93   716   610
   94    68   509
   95   596    77
   96   561   145
   97    58   903
   98  1121    76
   99   631   560
  100   663  1084
  101   826   390
  102   129   943
  103   660   114
  104   548  1021
  105   929  1018
  106   265   971
  107   149    50
  108   622   748
  109   294   545
  110   499   910
  111   818   351
  112   682   372
  113    68   367
  114   594  1068
  115  1000   747
  116   932   305
  117   743   750
  118   489  1082
  119   997   168
  120   979   999
  121   516   921
  122   891   383
  123   825   548
  124    91   774
  125   505  1125
  126   843   587
  127   663   728
  128   264   713
  129   386   349
  130   646   591
  131  1080   272
  132   260    38
  133  1093   360
  134   149   772
  135   488   214
  136  1067   540
  137   759   429
  138  1084   858
  139   347   868
  140  1098   990
  141  1098   831
  142   386   491
  143   307  1061
  144   471    74
  145  1103   645
  146  1035   857
  147   525   836
  148  1131   188
  149    39   779
  150   827   416
  151  1033   452
  152   143   636
  153   606   136
  154   654   551
  155   945   201
  156   909   196
  157   806   974
  158   455   851
  159  1130   913
  160   232   392
  161   583   928
  162   746   611
  163   322   463
  164   736  1083
  165   649   244
  166   754  1112
  167   282   684
  168  1059   782
  169   648    68
  170   326   539
  171   774  1033
  172    34   623
  173   780   812
  174   268   652
  175   560   181
  176   204   543
  177   276   377
  178   933   521
  179   791   698
  180   725   321
  181   464   657
  182  1086   109
  183   352  1073
  184  1083  1003
  185    71  1036
  186   611   856
  187   685   832
  188   557  1101
  189   737    78
  190   244   582
  191   605  1085
  192   381  1097
  193   839   690
  194   826   239
  195   786   693
  196   298   483
  197    35   907
  198   389   790
  199   548    45
  200   428    49
  201   803   515
  202   798   794
  203   170   363
  204   143   997
  205   333   427
  206   211   467
  207   499   505
  208   466   153
  209  1018   776
  210   803   119
  211    81   105
  212   456   270
  213  1127  1035
  214  1072   876
  215  1062  1020
  216   203   789
  217   996   590
  218   911    94
  219   232  1079
  220  1013    16
  221    22  1102
  222   211  1116
  223   658   355
  224  1041   694
  225    68    72
  226    10    66
  227   211   954
  228    53   746
  229   172   650
  230  1099   178
  231   400    65
  232    12   982
  233   126   827
  234   784   439
  235    82   462
  236   339    21
  237   317   562
  238    50   508
  239   682   628
  240   347   199
  241   805    52
  242    12  1127
  243   796   977
  244     2   475
  245   603   161
  246    75   620
  247  1031   565
  248   725   368
  249    71   609
  250   439   670
  251   780   101
  252  1059   792
  253   371   938
  254   670   692
  255   252   873
  256  1091   175
  257   499  1007
  258   383    70
  259    20   558
  260   291   833
  261   172   886
  262   577   262
  263   697   624
  264   391   449
  265   626   422
  266   149    42
