1	749
2	1563
4	1447
6	1156
7	1333
8	39
9	157
10	704
11	1321
12	663
13	552
14	606
16	1610
18	1135
19	1801
20	175
21	1110
22	1921
25	272
26	775
29	383
30	174
32	1140
34	146
36	230
37	1362
40	660
41	385
42	1697
44	573
46	450
48	34
49	1918
51	366
57	911
58	486
59	670
60	216
63	51
64	130
65	543
68	13
72	125
74	790
75	1622
76	1770
77	1694
84	1669
87	756
90	1371
91	236
92	253
93	565
94	1808
95	10
96	878
97	1975
98	369
99	1119
100	643
105	473
106	173
110	1458
111	376
115	455
119	3
123	1235
124	654
125	1149
126	1635
127	1079
128	751
129	1749
130	752
131	1895
133	753
134	23
136	1641
140	75
141	1552
142	456
144	1095
145	172
148	1276
152	168
153	1169
154	213
158	393
159	1700
161	870
162	570
163	754
165	1015
169	1078
171	464
173	1300
174	1636
175	1001
176	223
180	1629
181	833
182	1723
183	1013
184	234
185	1605
186	112
189	95
192	360
193	796
194	1279
195	1280
196	154
197	621
198	356
201	189
205	93
210	1924
212	2
214	1008
216	1097
221	639
225	205
226	84
227	861
228	803
230	1814
235	147
237	1507
239	114
240	1857
241	1817
244	151
248	140
251	1625
252	1127
254	629
255	1356
266	1592
271	622
274	249
275	451
276	176
277	1088
278	856
279	1355
288	113
290	719
291	625
292	14
293	106
294	651
297	1178
298	686
301	1144
303	212
309	691
310	716
317	582
318	618
320	811
325	200
326	1130
327	45
328	1920
336	1469
339	462
342	88
343	517
344	283
346	284
347	346
348	1589
351	792
352	82
354	987
357	1575
359	477
362	566
368	1627
369	544
374	991
376	1451
378	930
379	1397
380	1398
382	248
383	323
384	1845
385	1648
386	408
387	624
388	399
389	483
392	1260
393	15
395	779
396	872
398	545
399	1358
400	1360
401	820
402	923
403	1683
404	1374
405	542
406	569
408	276
409	700
410	659
411	191
415	546
418	1649
419	772
420	1785
421	1160
422	598
423	1442
424	813
425	741
430	47
431	937
432	414
433	608
435	557
437	1457
441	627
445	1017
449	285
453	58
454	602
455	1495
456	446
458	1133
459	123
462	1698
464	539
465	89
467	527
472	1258
475	531
476	1049
477	860
478	755
482	1789
485	1828
486	380
488	1929
489	1578
490	924
493	838
494	1199
495	1737
497	1500
498	260
501	396
505	214
507	799
509	576
512	136
515	22
516	364
518	395
524	1182
525	607
528	774
529	17
530	1703
532	1837
533	1971
536	292
537	1713
538	1841
540	873
542	220
543	867
548	512
558	1213
562	1193
563	528
569	667
570	359
573	611
574	1922
576	382
578	1083
581	1304
582	340
584	1956
585	725
586	1984
587	94
588	558
590	559
592	613
594	1696
595	1087
606	1044
610	1470
612	1244
614	1262
616	1341
620	350
623	228
631	405
632	1237
633	403
634	1526
635	291
637	1329
641	337
643	1611
645	910
648	1122
650	1027
652	55
653	158
654	152
660	926
664	1277
666	1787
668	617
670	472
672	1190
674	1681
679	849
682	603
683	927
684	21
685	509
686	170
687	1074
693	1741
695	1762
697	989
701	661
703	355
706	1354
707	1245
708	520
710	1061
711	829
718	895
724	918
725	555
728	217
730	491
732	206
734	239
736	1581
737	20
738	1093
739	460
741	1307
742	932
743	1797
752	183
770	32
779	785
780	828
785	578
786	1336
787	1853
791	1537
795	1705
797	1699
798	389
800	335
801	1101
803	824
804	121
805	117
809	1230
811	1928
812	1651
814	678
820	766
822	636
824	1977
827	1129
828	938
830	400
833	1089
835	202
836	1827
838	1331
839	1367
841	289
845	1155
855	104
856	411
857	666
858	744
859	261
860	843
863	1823
864	732
865	1115
866	1363
871	1730
872	1996
878	1522
879	1289
881	1863
883	717
885	1725
890	567
893	1846
894	590
897	1913
899	1147
900	1916
901	1843
902	1914
903	818
911	269
912	1807
914	331
916	1825
917	780
919	259
920	609
927	24
931	1056
932	1154
934	894
936	484
940	1769
942	257
944	148
948	1429
950	1271
952	490
954	684
957	1732
959	144
961	1715
963	1467
964	1849
974	166
975	1704
978	612
979	1330
981	740
982	1222
983	845
984	49
991	1872
996	358
998	224
999	1043
1001	1099
1002	1100
1004	321
1005	1471
1007	1919
1008	1671
1010	1998
1012	493
1016	225
1017	1838
1018	1430
1019	245
1020	138
1022	1171
1023	1750
1024	52
1032	770
1033	1598
1036	1688
1037	1859
1038	1259
1039	1640
1040	128
1041	129
1047	986
1050	765
1051	1298
1052	853
1053	9
1055	657
1061	105
1062	1459
1064	4
1066	1150
1067	1739
1069	652
1072	1059
1073	1366
1074	1444
1077	222
1082	480
1083	43
1085	56
1086	1573
1087	6
1093	184
1096	1214
1098	1064
1101	211
1104	1247
1106	1953
1107	1885
1110	1068
1113	458
1115	933
1119	1292
1120	1006
1122	673
1124	507
1128	386
1131	345
1138	499
1139	1716
1140	1290
1148	1485
1150	1192
1151	1198
1153	392
1155	1141
1157	1879
1158	1957
1163	1554
1165	428
1166	275
1167	857
1171	834
1172	642
1173	798
1176	160
1177	508
1178	619
1179	919
1182	1449
1183	237
1184	92
1185	1090
1186	1275
1189	387
1190	1143
1192	309
1193	264
1194	1065
1195	745
1197	115
1203	1381
1204	1488
1205	1707
1206	262
1207	42
1208	71
1212	1985
1216	1902
1217	235
1218	459
1222	575
1224	724
1225	1710
1226	1880
1228	1958
1229	1146
1232	1121
1234	407
1235	1215
1237	585
1239	1032
1244	439
1249	328
1253	915
1254	1050
1259	1092
1261	468
1264	57
1265	489
1266	1036
1268	40
1273	463
1274	1501
1275	1516
1276	1389
1278	66
1280	325
1285	728
1289	233
1290	1384
1298	180
1299	242
1300	1517
1301	1518
1302	1423
1303	1424
1304	1519
1305	186
1307	135
1308	1530
1312	1464
1320	188
1329	1943
1341	27
1344	193
1346	143
1347	330
1351	1145
1352	854
1353	1107
1366	1322
1368	252
1371	584
1376	1316
1380	1411
1384	241
1390	107
1391	1039
1392	647
1393	1978
1395	1157
1399	907
1401	1844
1402	412
1403	537
1404	823
1414	804
1415	85
1417	402
1418	12
1419	1320
1420	730
1421	1325
1423	1810
1425	133
1426	244
1427	802
1428	1201
1432	322
1439	648
1440	361
1441	1806
1450	705
1462	232
1465	1315
1466	536
1473	1256
1476	181
1479	524
1482	1676
1483	1153
1484	1868
1485	1047
1489	641
1491	1025
1493	1634
1494	1159
1501	599
1504	418
1505	424
1506	516
1510	1080
1511	422
1514	1030
1515	210
1522	108
1524	630
1527	837
1531	68
1532	1372
1536	141
1538	862
1539	1338
1541	1897
1542	1751
1546	492
1548	1084
1549	720
1550	1824
1551	280
1556	251
1561	1615
1563	1618
1565	1628
1573	488
1574	1269
1579	731
1581	529
1587	1236
1588	858
1590	145
1598	317
1599	1076
1600	877
1601	1176
1603	645
1609	685
1612	550
1613	1882
1628	538
1631	1161
1632	1483
1635	1460
1636	1778
1637	311
1638	119
1639	614
1643	267
1644	1407
1645	243
1646	101
1647	906
1649	571
1651	256
1652	646
1655	1588
1661	1249
1662	793
1663	718
1664	1340
1672	781
1673	1019
1676	31
1677	246
1678	577
1679	591
1680	1206
1681	1437
1684	1883
1685	1652
1695	1309
1696	1925
1698	70
1699	1967
1700	1574
1703	132
1708	1438
1712	1586
1713	1614
1715	1667
1717	1995
1718	1672
1719	1650
1721	1462
1732	897
1734	1037
1735	1227
1740	368
1742	1026
1743	44
1745	709
1748	255
1750	896
1754	1497
1758	406
1768	1009
1777	1847
1779	655
1780	665
1786	1168
1787	1878
1789	773
1790	1477
1791	694
1792	1
1797	1369
1803	502
1810	1866
1813	161
1814	669
1821	1666
1824	448
1826	1717
1828	1234
1840	596
1841	1689
1845	734
1847	1058
1850	126
1852	1210
1853	435
1858	1029
1860	1834
1864	401
1865	313
1866	1390
1868	37
1869	553
1874	229
1875	866
1876	271
1877	601
1878	1623
1879	1282
1881	562
1882	277
1883	1052
1886	69
1893	905
1895	1476
1903	1621
1909	1659
1911	1600
1912	100
1914	526
1915	116
1918	103
1919	1175
